,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
10,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.036000000000000004,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.002,0.07,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
11,0.0,0.01,0.12,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.128,0.018000000000000002,0.013999999999999999,0.002,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,11.0
12,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.193,0.001,0.001,0.095,0.096,0.0,0.096,0.1,0.0,0.0,11.0
13,0.0,0.0,0.05,0.06,0.00125,0.00179,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.008,0.008,0.1,0.0,0.012,0.0,0.012,0.012,0.08800000000000001,0.08800000000000001,4.0
14,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.138,0.001,0.001,0.09300000000000001,0.094,0.0,0.094,0.1,0.0,0.0,11.0
15,0.0,0.0,0.35,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.006,0.006,0.1,0.0,0.017,0.0,0.05,0.05,0.0,0.0,5.0
16,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.027999999999999997,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.003,0.127,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
17,0.0,0.0,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.255,0.001,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,11.0
18,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.1,0.1,0.0,0.0,0.05,0.1,0.0,0.025,0.002,0.008,0.07200000000000001,0.068,0.0,0.068,0.1,0.0,0.0,11.0
19,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.012,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.001,0.061,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
20,0.0,0.01,0.12,0.0,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.109,0.09300000000000001,0.085,0.002,0.085,0.0,0.0,0.0,0.0,0.0,11.0
21,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.011000000000000001,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.001,0.009000000000000001,0.1,0.0,0.1,0.033,0.0,0.0,0.0,0.0,11.0
22,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.11699999999999999,0.001,0.001,0.091,0.09300000000000001,0.0,0.09300000000000001,0.1,0.0,0.0,11.0
23,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.095,0.001,0.001,0.08900000000000001,0.092,0.0,0.092,0.1,0.0,0.0,11.0
24,0.0001,0.0,0.19,0.06,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.018000000000000002,0.001,0.006,0.1,0.006,0.0,0.0,0.0,0.094,0.1,6.0
25,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.233,0.001,0.0,0.096,0.09699999999999999,0.0,0.09699999999999999,0.1,0.0,0.0,11.0
26,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.248,0.20800000000000002,0.084,0.001,0.084,0.0,0.0,0.0,0.0,0.0,11.0
27,0.0158,0.0,0.05,0.0,0.01567,0.03095,0.0,0.0,0.0,0.3,0.0,0.1,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.002,0.002,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.0
28,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.053,0.001,0.002,0.081,0.085,0.0,0.085,0.1,0.0,0.0,11.0
29,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.04,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.003,0.075,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
30,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.004,0.11599999999999999,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
31,0.0,0.01,0.12,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.13,0.02,0.015,0.002,0.015,0.0,0.0,0.0,0.0,0.0,11.0
32,0.0,0.01,0.12,0.0,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.067,0.059000000000000004,0.08800000000000001,0.003,0.08800000000000001,0.0,0.0,0.0,0.0,0.0,11.0
33,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.055999999999999994,0.048,0.086,0.004,0.086,0.0,0.0,0.0,0.0,0.0,11.0
34,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.028999999999999998,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.002,0.061,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
35,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.158,0.134,0.085,0.001,0.085,0.0,0.0,0.0,0.0,0.0,11.0
36,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009000000000000001,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.001,0.149,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
37,0.0,0.0,0.0,0.0,0.5454,0.08313999999999999,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.006999999999999999,0.0,0.0,0.013999999999999999,0.013999999999999999,0.1,0.0,0.0,0.011000000000000001,0.011000000000000001,0.1,0.0,0.009000000000000001,0.0,0.0,0.0,0.009000000000000001,0.009000000000000001,1.0
38,0.0,0.05,0.06,0.00126,0.00179,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.012,0.012,0.1,0.0,0.008,0.0,0.008,0.008,0.092,0.092,3.0,0.0
39,0.0,0.01,0.12,0.0,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.13699999999999998,0.113,0.08199999999999999,0.001,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,11.0
40,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.047,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.003,0.035,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
41,0.0,0.01,0.12,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.085,0.015,0.018000000000000002,0.002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,11.0
42,0.0,0.0,0.28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.215,0.001,0.0,0.095,0.096,0.0,0.096,0.1,0.0,0.0,11.0
43,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.05,0.001,0.002,0.08,0.084,0.0,0.084,0.1,0.0,0.0,11.0
44,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.209,0.001,0.0,0.095,0.096,0.0,0.096,0.1,0.0,0.0,11.0
45,0.0,0.01,0.12,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.084,0.013999999999999999,0.017,0.002,0.017,0.0,0.0,0.0,0.0,0.0,11.0
46,0.0,0.01,0.12,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.08,0.01,0.012,0.003,0.012,0.0,0.0,0.0,0.0,0.0,11.0
47,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.012,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.001,0.053,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
48,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.08199999999999999,0.001,0.001,0.08800000000000001,0.09,0.0,0.09,0.1,0.0,0.0,11.0
49,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.026000000000000002,0.002,0.008,0.069,0.069,0.0,0.069,0.1,0.0,0.0,11.0
50,0.0,0.01,0.12,0.0,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.045,0.037000000000000005,0.08199999999999999,0.004,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,11.0
51,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.006999999999999999,0.005,0.071,0.043,0.071,0.0,0.0,0.0,0.0,0.0,11.0
52,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.024,0.024,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,11.0
53,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.052000000000000005,0.044000000000000004,0.085,0.004,0.085,0.0,0.0,0.0,0.0,0.0,11.0
54,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.025,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.003,0.099,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
55,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.02,0.001,0.005,0.075,0.06,0.0,0.06,0.1,0.0,0.0,11.0
56,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.001,0.001,0.09,0.092,0.0,0.092,0.1,0.0,0.0,11.0
57,0.0,0.01,0.12,0.0,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.028999999999999998,0.028999999999999998,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,11.0
58,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.013000000000000001,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.003,0.195,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
59,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.166,0.001,0.001,0.094,0.095,0.0,0.095,0.1,0.0,0.0,11.0
60,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.081,0.001,0.001,0.08800000000000001,0.09,0.0,0.09,0.1,0.0,0.0,11.0
61,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.23800000000000002,0.198,0.083,0.001,0.083,0.0,0.0,0.0,0.0,0.0,11.0
62,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.012,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.004,0.064,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
63,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.07400000000000001,0.066,0.08900000000000001,0.003,0.08900000000000001,0.0,0.0,0.0,0.0,0.0,11.0
64,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.004,0.061,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
65,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.22,0.188,0.085,0.001,0.085,0.0,0.0,0.0,0.0,0.0,11.0
66,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.033,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.002,0.08199999999999999,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
67,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.128,0.001,0.001,0.092,0.094,0.0,0.094,0.1,0.0,0.0,11.0
68,0.0,0.01,0.12,0.0,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.237,0.19699999999999998,0.083,0.001,0.083,0.0,0.0,0.0,0.0,0.0,11.0
69,0.0,0.01,0.12,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.006,0.006,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,11.0
70,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.043,0.001,0.002,0.077,0.081,0.0,0.081,0.1,0.0,0.0,11.0
71,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.046,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.003,0.039,0.1,0.0,0.1,0.026000000000000002,0.0,0.0,0.0,0.0,11.0
72,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.10400000000000001,0.001,0.001,0.09,0.092,0.0,0.092,0.1,0.0,0.0,11.0
73,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.1,0.1,0.0,0.0,0.05,0.1,0.0,0.023,0.001,0.004,0.07400000000000001,0.065,0.0,0.065,0.1,0.0,0.0,11.0
74,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.013999999999999999,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.002,0.162,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
75,0.0,0.01,0.12,0.0,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.217,0.185,0.085,0.001,0.085,0.0,0.0,0.0,0.0,0.0,11.0
76,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.038,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.003,0.083,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
77,0.0,0.02,0.06,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.025,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.001,0.201,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0,11.0
